,heading1label,heading1titletext,heading2titletext,marginalnotetext_x,sectionlabel,sectiontext,subsectionlabel,subsectiontext,marginalnotetext_y,paragraphLabel,paragraphText,subparagraphLabel,subparagraphText,clauseLabel,clauseText,subclauseLabel,subclauseText
1962,PART XV,Special Procedure and Powers,Forfeiture of Offence-related Property,Notice,490.4,,(1),"Before making an order under subsection 490.1(1) or 490.2(2) in relation to any property, a court shall require notice in accordance with subsection (2) to be given to, and may hear, any person who, in the opinion of the court, appears to have a valid interest in the property.",,,,,,,,,
5333,PART XV,Special Procedure and Powers,Forfeiture of Offence-related Property,Notice,490.4,,(2),A notice shall,Manner of giving notice,(a),be given in the manner that the court directs or that may be specified in the rules of the court;,,,,,,
5334,PART XV,Special Procedure and Powers,Forfeiture of Offence-related Property,Notice,490.4,,(2),A notice shall,Manner of giving notice,(b),specify the period that the court considers reasonable or that may be set out in the rules of the court during which a person may make an application to the court asserting their interest in the property; and,,,,,,
5335,PART XV,Special Procedure and Powers,Forfeiture of Offence-related Property,Notice,490.4,,(2),A notice shall,Manner of giving notice,(c),set out the offence charged and a description of the property.,,,,,,
1963,PART XV,Special Procedure and Powers,Forfeiture of Offence-related Property,Notice,490.4,,(3),"A court may order that all or part of the property that would otherwise be forfeited under subsection 490.1(1) or 490.2(2) be returned to a person — other than a person who was charged with an indictable offence under this Act or the Corruption of Foreign Public Officials Act or a person who acquired title to or a right of possession of the property from such a person under circumstances that give rise to a reasonable inference that the title or right was transferred for the purpose of avoiding the forfeiture of the property — if the court is satisfied that the person is the lawful owner or is lawfully entitled to possession of all or part of that property, and that the person appears innocent of any complicity in, or collusion in relation to, the offence.",,,,,,,,,
1964,PART XV,Special Procedure and Powers,Forfeiture of Offence-related Property,Notice,490.41,,(1),"If all or part of offence-related property that would otherwise be forfeited under subsection 490.1(1) or 490.2(2) is a dwelling-house, before making an order of forfeiture, a court shall require that notice in accordance with subsection (2) be given to, and may hear, any person who resides in the dwelling-house and is a member of the immediate family of the person charged with or convicted of the indictable offence under this Act or the Corruption of Foreign Public Officials Act in relation to which the property would be forfeited.",,,,,,,,,
5336,PART XV,Special Procedure and Powers,Forfeiture of Offence-related Property,Notice,490.41,,(2),A notice shall,Manner of giving notice,(a),be given in the manner that the court directs or that may be specified in the rules of the court;,,,,,,
5337,PART XV,Special Procedure and Powers,Forfeiture of Offence-related Property,Notice,490.41,,(2),A notice shall,Manner of giving notice,(b),specify the period that the court considers reasonable or that may be set out in the rules of the court during which a member of the immediate family who resides in the dwelling-house may make themselves known to the court; and,,,,,,
5338,PART XV,Special Procedure and Powers,Forfeiture of Offence-related Property,Notice,490.41,,(2),A notice shall,Manner of giving notice,(c),set out the offence charged and a description of the property.,,,,,,
1965,PART XV,Special Procedure and Powers,Forfeiture of Offence-related Property,Notice,490.41,,(3),"Subject to an order made under subsection 490.4(3), if a court is satisfied that the impact of an order of forfeiture made under subsection 490.1(1) or 490.2(2) would be disproportionate to the nature and gravity of the offence, the circumstances surrounding the commission of the offence and the criminal record, if any, of the person charged with or convicted of the offence, as the case may be, it may decide not to order the forfeiture of the property or part of the property and may revoke any restraint order made in respect of that property or part.",,,,,,,,,
5339,PART XV,Special Procedure and Powers,Forfeiture of Offence-related Property,Notice,490.41,,(4),"Where all or part of the property that would otherwise be forfeited under subsection 490.1(1) or 490.2(2) is a dwelling-house, when making a decision under subsection (3), the court shall also consider",Factors in relation to dwelling-house,(a),"the impact of an order of forfeiture on any member of the immediate family of the person charged with or convicted of the offence, if the dwelling-house was the member’s principal residence at the time the charge was laid and continues to be the member’s principal residence; and",,,,,,
5340,PART XV,Special Procedure and Powers,Forfeiture of Offence-related Property,Notice,490.41,,(4),"Where all or part of the property that would otherwise be forfeited under subsection 490.1(1) or 490.2(2) is a dwelling-house, when making a decision under subsection (3), the court shall also consider",Factors in relation to dwelling-house,(b),whether the member referred to in paragraph (a) appears innocent of any complicity in the offence or of any collusion in relation to the offence.,,,,,,
